,label,height,weight,shape,appearance,salary,house,car,girlFriend,friend,education,emotion,behavior,cellphone,sick,brain,selfConfidence,interest,GPA,sexmate,responsibility
1037,winner,183,50,slim,handsome,5421,2,2,5,many,Doctor,optimism,positive,apple,0,smart,67,11,3.83,3,1
1038,loser,164,69,heavy,ugly,39,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,8,0,1.24,0,0
1039,loser,151,98,heavy,ugly,512,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,32,2,2.78,0,0
1040,winner,167,55,slim,handsome,3192,1,2,2,many,Doctor,optimism,positive,apple,0,smart,82,17,3.3,7,1
1041,winner,196,59,slim,handsome,6403,5,5,3,many,Doctor,optimism,positive,apple,0,smart,74,17,3.22,4,1
1042,winner,169,51,slim,handsome,4206,3,2,5,many,Master,optimism,positive,apple,0,smart,63,10,4.07,5,1
1043,winner,196,60,slim,handsome,6397,2,3,3,many,Master,optimism,positive,apple,0,smart,69,19,4.14,2,1
1044,winner,194,58,slim,handsome,9608,3,3,5,many,Doctor,optimism,positive,apple,0,smart,57,20,3.53,5,1
1045,loser,154,78,heavy,ugly,241,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,44,0,1.5,0,0
1046,loser,156,69,heavy,ugly,742,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,27,3,0.76,0,0
1047,loser,155,87,heavy,ugly,976,0,0,0,few,highschool,gloomy,passive,android,1,stupid,14,2,1.79,0,0
1048,loser,152,84,heavy,ugly,596,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,47,5,1.45,0,0
1049,winner,189,44,slim,handsome,2196,3,3,3,many,Master,optimism,positive,apple,0,smart,70,16,3.42,1,1
1050,winner,188,59,slim,handsome,6161,4,5,2,many,Doctor,optimism,positive,apple,0,smart,62,14,4.16,5,1
1051,loser,157,77,heavy,ugly,957,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,48,4,2.39,0,0
1052,winner,198,43,slim,handsome,8880,1,1,5,many,Doctor,optimism,positive,apple,0,smart,67,10,3.67,3,1
1053,winner,175,41,slim,handsome,7139,5,1,5,many,Master,optimism,positive,apple,0,smart,59,16,3.7,1,1
1054,loser,165,80,heavy,ugly,737,0,0,0,few,highschool,gloomy,passive,android,1,stupid,27,4,1.65,0,0
1055,winner,195,58,slim,handsome,4791,4,3,2,many,Doctor,optimism,positive,apple,0,smart,85,9,3.86,7,1
1056,loser,165,100,heavy,ugly,234,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,9,0,0.47,0,0
1057,loser,150,83,heavy,ugly,86,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,47,1,0.45,0,0
1058,loser,153,78,heavy,ugly,667,0,0,0,few,highschool,gloomy,passive,android,1,stupid,4,3,0.91,0,0
1059,winner,183,60,slim,handsome,8083,4,4,2,many,Doctor,optimism,positive,apple,0,smart,67,12,3.93,6,1
1060,winner,170,42,slim,handsome,8145,4,5,4,many,Doctor,optimism,positive,apple,0,smart,52,7,3.53,4,1
1061,loser,159,69,heavy,ugly,693,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,13,3,2.74,0,0
1062,winner,172,43,slim,handsome,4745,3,1,4,many,Doctor,optimism,positive,apple,0,smart,77,17,3.59,9,1
1063,winner,196,60,slim,handsome,4277,2,5,1,many,Doctor,optimism,positive,apple,0,smart,77,15,3.68,8,1
1064,winner,198,49,slim,handsome,5219,4,5,2,many,Doctor,optimism,positive,apple,0,smart,70,16,3.5,6,1
1065,winner,185,64,slim,handsome,3992,4,5,5,many,Master,optimism,positive,apple,0,smart,59,6,3.42,6,1
1066,winner,199,59,slim,handsome,3831,3,3,4,many,Master,optimism,positive,apple,0,smart,74,19,3.42,7,1
1067,winner,173,40,slim,handsome,5164,4,2,5,many,Doctor,optimism,positive,apple,0,smart,69,17,3.55,9,1
1068,loser,165,82,heavy,ugly,452,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,4,3,0.45,0,0
1069,winner,176,48,slim,handsome,1569,2,1,3,many,Master,optimism,positive,apple,0,smart,82,6,3.07,1,1
1070,loser,160,75,heavy,ugly,28,0,0,0,few,highschool,gloomy,passive,android,1,stupid,23,2,0.31,0,0
1071,winner,179,52,slim,handsome,7405,1,4,3,many,Master,optimism,positive,apple,0,smart,57,7,3.52,8,1
1072,winner,199,61,slim,handsome,4114,2,1,4,many,Doctor,optimism,positive,apple,0,smart,91,17,3.85,7,1
1073,winner,197,62,slim,handsome,3007,2,1,2,many,Doctor,optimism,positive,apple,0,smart,82,6,4.18,2,1
1074,loser,152,86,heavy,ugly,485,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,31,3,2.35,0,0
1075,loser,160,94,heavy,ugly,770,0,0,0,few,highschool,gloomy,passive,android,1,stupid,21,2,2.82,0,0
1076,loser,161,79,heavy,ugly,522,0,0,0,few,highschool,gloomy,passive,android,1,stupid,27,4,0.66,0,0
1077,loser,150,95,heavy,ugly,960,0,0,0,few,highschool,gloomy,passive,android,1,stupid,2,0,0.08,0,0
1078,winner,190,44,slim,handsome,8675,2,4,2,many,Doctor,optimism,positive,apple,0,smart,72,18,3.67,8,1
1079,loser,156,79,heavy,ugly,204,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,23,3,0.9,0,0
1080,winner,189,63,slim,handsome,3456,1,2,4,many,Master,optimism,positive,apple,0,smart,79,12,3.75,2,1
1081,loser,158,97,heavy,ugly,681,0,0,0,few,highschool,gloomy,passive,android,1,stupid,0,3,0.82,0,0
1082,loser,165,80,heavy,ugly,21,0,0,0,few,highschool,gloomy,passive,android,1,stupid,43,0,0.6,0,0
1083,loser,160,77,heavy,ugly,110,0,0,0,few,highschool,gloomy,passive,android,1,stupid,34,5,0.1,0,0
1084,winner,180,54,slim,handsome,7448,3,2,2,many,Master,optimism,positive,apple,0,smart,80,16,3.42,10,1
1085,loser,161,72,heavy,ugly,524,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,18,3,1.4,0,0
1086,loser,153,96,heavy,ugly,204,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,7,5,2.87,0,0
1087,loser,157,92,heavy,ugly,933,0,0,0,few,highschool,gloomy,passive,android,1,stupid,25,1,0.94,0,0
1088,loser,153,99,heavy,ugly,510,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,7,5,1.0,0,0
1089,winner,166,64,slim,handsome,1267,4,5,3,many,Master,optimism,positive,apple,0,smart,79,18,3.17,8,1
1090,winner,166,54,slim,handsome,4889,5,3,4,many,Doctor,optimism,positive,apple,0,smart,53,13,4.14,2,1
1091,loser,165,99,heavy,ugly,331,0,0,0,few,highschool,gloomy,passive,android,1,stupid,49,2,0.92,0,0
1092,loser,161,65,heavy,ugly,339,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,0,1,0.5,0,0
1093,winner,171,50,slim,handsome,8345,3,3,2,many,Doctor,optimism,positive,apple,0,smart,59,8,3.42,5,1
1094,winner,172,55,slim,handsome,5480,5,1,2,many,Doctor,optimism,positive,apple,0,smart,89,19,3.9,9,1
1095,winner,197,54,slim,handsome,2066,1,5,3,many,Master,optimism,positive,apple,0,smart,77,6,3.81,1,1
1096,winner,185,63,slim,handsome,1196,2,5,4,many,Doctor,optimism,positive,apple,0,smart,76,6,3.49,9,1
1097,winner,198,45,slim,handsome,1161,4,3,3,many,Doctor,optimism,positive,apple,0,smart,52,16,4.24,5,1
1098,winner,190,49,slim,handsome,5403,5,2,2,many,Doctor,optimism,positive,apple,0,smart,66,19,3.0,4,1
1099,loser,162,88,heavy,ugly,923,0,0,0,few,highschool,gloomy,passive,android,1,stupid,47,1,1.71,0,0
1100,loser,151,74,heavy,ugly,151,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,9,3,2.8,0,0
1101,loser,153,70,heavy,ugly,993,0,0,0,few,highschool,gloomy,passive,android,1,stupid,47,1,2.25,0,0
1102,winner,190,44,slim,handsome,2518,4,5,1,many,Doctor,optimism,positive,apple,0,smart,74,19,3.7,5,1
1103,loser,152,70,heavy,ugly,509,0,0,0,few,highschool,gloomy,passive,android,1,stupid,46,4,2.48,0,0
1104,loser,151,95,heavy,ugly,294,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,40,1,1.55,0,0
1105,loser,164,67,heavy,ugly,345,0,0,0,few,highschool,gloomy,passive,android,1,stupid,7,3,2.88,0,0
1106,loser,159,89,heavy,ugly,610,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,35,3,2.37,0,0
1107,winner,185,46,slim,handsome,6278,4,5,5,many,Doctor,optimism,positive,apple,0,smart,63,7,3.77,8,1
1108,winner,184,45,slim,handsome,4088,1,5,5,many,Master,optimism,positive,apple,0,smart,77,18,3.44,5,1
1109,winner,186,48,slim,handsome,8565,4,4,2,many,Master,optimism,positive,apple,0,smart,99,8,3.2,6,1
1110,loser,163,66,heavy,ugly,310,0,0,0,few,highschool,gloomy,passive,android,1,stupid,44,0,2.33,0,0
1111,loser,154,92,heavy,ugly,79,0,0,0,few,highschool,gloomy,passive,android,1,stupid,25,5,2.23,0,0
1112,winner,194,57,slim,handsome,7416,1,4,1,many,Doctor,optimism,positive,apple,0,smart,85,14,3.37,7,1
1113,loser,159,84,heavy,ugly,538,0,0,0,few,highschool,gloomy,passive,android,1,stupid,49,1,1.87,0,0
1114,winner,171,55,slim,handsome,3667,3,4,3,many,Master,optimism,positive,apple,0,smart,99,10,3.66,3,1
1115,winner,187,47,slim,handsome,2910,1,3,3,many,Doctor,optimism,positive,apple,0,smart,75,6,3.93,6,1
1116,loser,150,93,heavy,ugly,55,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,25,4,1.27,0,0
1117,winner,181,56,slim,handsome,9529,3,2,4,many,Master,optimism,positive,apple,0,smart,84,11,3.59,9,1
1118,winner,189,56,slim,handsome,5656,2,2,1,many,Doctor,optimism,positive,apple,0,smart,92,16,3.83,7,1
1119,winner,181,50,slim,handsome,6623,3,4,2,many,Doctor,optimism,positive,apple,0,smart,62,7,3.07,7,1
1120,loser,159,72,heavy,ugly,214,0,0,0,few,highschool,gloomy,passive,android,1,stupid,46,1,0.21,0,0
1121,loser,151,86,heavy,ugly,4,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,3,4,0.42,0,0
1122,loser,160,83,heavy,ugly,130,0,0,0,few,highschool,gloomy,passive,android,1,stupid,46,2,1.15,0,0
1123,loser,155,79,heavy,ugly,515,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,42,0,0.79,0,0
1124,winner,188,57,slim,handsome,1909,1,3,2,many,Doctor,optimism,positive,apple,0,smart,100,14,3.13,6,1
1125,loser,152,84,heavy,ugly,977,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,17,2,2.45,0,0
1126,loser,154,99,heavy,ugly,216,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,14,5,0.64,0,0
1127,winner,169,45,slim,handsome,6518,4,2,1,many,Master,optimism,positive,apple,0,smart,71,10,3.05,1,1
1128,loser,155,67,heavy,ugly,727,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,9,1,1.54,0,0
1129,loser,152,81,heavy,ugly,908,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,50,4,1.22,0,0
1130,loser,155,66,heavy,ugly,439,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,47,3,2.25,0,0
1131,winner,189,61,slim,handsome,8017,5,4,1,many,Master,optimism,positive,apple,0,smart,59,19,3.39,2,1
1132,winner,186,40,slim,handsome,9287,2,1,1,many,Master,optimism,positive,apple,0,smart,100,10,3.69,8,1
1133,loser,159,90,heavy,ugly,676,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,39,2,0.78,0,0
1134,winner,188,43,slim,handsome,9829,1,3,3,many,Master,optimism,positive,apple,0,smart,58,11,3.73,8,1
1135,loser,163,68,heavy,ugly,362,0,0,0,few,highschool,gloomy,passive,android,1,stupid,12,0,1.63,0,0
1136,loser,161,77,heavy,ugly,738,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,16,3,1.4,0,0
1137,winner,185,64,slim,handsome,9611,3,1,5,many,Doctor,optimism,positive,apple,0,smart,68,19,3.94,9,1
1138,winner,185,63,slim,handsome,3751,3,3,1,many,Doctor,optimism,positive,apple,0,smart,61,13,3.47,3,1
1139,loser,151,79,heavy,ugly,485,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,5,3,1.77,0,0
1140,winner,198,45,slim,handsome,7850,1,1,5,many,Doctor,optimism,positive,apple,0,smart,82,13,3.58,3,1
1141,loser,165,100,heavy,ugly,57,0,0,0,few,highschool,gloomy,passive,android,1,stupid,48,2,0.56,0,0
1142,winner,189,65,slim,handsome,7396,1,3,5,many,Master,optimism,positive,apple,0,smart,58,15,4.1,6,1
1143,loser,151,97,heavy,ugly,94,0,0,0,few,highschool,gloomy,passive,android,1,stupid,32,4,2.57,0,0
1144,winner,167,54,slim,handsome,2945,4,5,1,many,Master,optimism,positive,apple,0,smart,55,8,3.78,5,1
1145,winner,171,43,slim,handsome,6249,4,5,1,many,Doctor,optimism,positive,apple,0,smart,98,11,3.59,8,1
1146,winner,165,48,slim,handsome,3134,1,3,2,many,Doctor,optimism,positive,apple,0,smart,67,16,3.34,4,1
1147,winner,195,56,slim,handsome,5022,5,5,2,many,Master,optimism,positive,apple,0,smart,89,7,4.19,1,1
1148,loser,152,85,heavy,ugly,672,0,0,0,few,highschool,gloomy,passive,android,1,stupid,48,4,2.82,0,0
1149,loser,160,99,heavy,ugly,831,0,0,0,few,highschool,gloomy,passive,android,1,stupid,24,1,0.51,0,0
1150,winner,174,47,slim,handsome,3898,1,2,2,many,Doctor,optimism,positive,apple,0,smart,96,20,3.93,6,1
1151,winner,169,61,slim,handsome,5402,1,4,2,many,Doctor,optimism,positive,apple,0,smart,69,9,3.85,7,1
1152,winner,180,44,slim,handsome,2628,1,4,2,many,Doctor,optimism,positive,apple,0,smart,61,9,3.22,1,1
1153,winner,172,56,slim,handsome,8529,2,4,1,many,Doctor,optimism,positive,apple,0,smart,69,13,3.49,5,1
1154,winner,180,46,slim,handsome,2021,3,1,2,many,Master,optimism,positive,apple,0,smart,51,9,3.08,10,1
1155,winner,175,60,slim,handsome,1168,4,4,5,many,Master,optimism,positive,apple,0,smart,80,15,3.02,5,1
1156,winner,197,49,slim,handsome,6344,5,1,2,many,Doctor,optimism,positive,apple,0,smart,85,19,3.08,5,1
1157,winner,194,65,slim,handsome,2939,2,4,1,many,Doctor,optimism,positive,apple,0,smart,99,14,4.19,3,1
1158,loser,153,66,heavy,ugly,462,0,0,0,few,highschool,gloomy,passive,android,1,stupid,40,5,1.11,0,0
1159,loser,152,98,heavy,ugly,900,0,0,0,few,highschool,gloomy,passive,android,1,stupid,7,2,2.15,0,0
1160,loser,165,67,heavy,ugly,279,0,0,0,few,highschool,gloomy,passive,android,1,stupid,42,1,2.91,0,0
1161,loser,162,88,heavy,ugly,147,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,3,4,2.37,0,0
1162,loser,154,96,heavy,ugly,574,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,22,2,1.93,0,0
1163,winner,197,65,slim,handsome,5420,5,2,5,many,Doctor,optimism,positive,apple,0,smart,58,8,3.16,9,1
1164,loser,152,93,heavy,ugly,258,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,18,0,2.96,0,0
1165,winner,174,52,slim,handsome,4436,4,5,4,many,Doctor,optimism,positive,apple,0,smart,73,14,3.33,10,1
1166,winner,179,45,slim,handsome,2268,1,1,4,many,Master,optimism,positive,apple,0,smart,64,11,3.93,4,1
1167,loser,150,69,heavy,ugly,98,0,0,0,few,highschool,gloomy,passive,android,1,stupid,12,5,2.86,0,0
1168,winner,169,60,slim,handsome,5655,5,1,2,many,Doctor,optimism,positive,apple,0,smart,65,6,3.92,4,1
1169,winner,174,56,slim,handsome,4050,2,2,4,many,Doctor,optimism,positive,apple,0,smart,98,12,3.95,4,1
1170,winner,184,44,slim,handsome,6106,5,4,4,many,Master,optimism,positive,apple,0,smart,86,14,3.27,7,1
1171,loser,158,88,heavy,ugly,913,0,0,0,few,highschool,gloomy,passive,android,1,stupid,13,1,2.6,0,0
1172,loser,165,94,heavy,ugly,888,0,0,0,few,highschool,gloomy,passive,android,1,stupid,15,4,0.86,0,0
1173,winner,166,58,slim,handsome,9359,3,1,4,many,Master,optimism,positive,apple,0,smart,92,10,3.57,7,1
1174,loser,163,72,heavy,ugly,20,0,0,0,few,highschool,gloomy,passive,android,1,stupid,48,5,2.83,0,0
1175,loser,156,79,heavy,ugly,861,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,42,2,0.12,0,0
1176,loser,159,74,heavy,ugly,781,0,0,0,few,highschool,gloomy,passive,android,1,stupid,9,0,0.53,0,0
1177,loser,150,83,heavy,ugly,683,0,0,0,few,highschool,gloomy,passive,android,1,stupid,14,3,1.5,0,0
1178,winner,170,55,slim,handsome,4496,3,2,3,many,Master,optimism,positive,apple,0,smart,54,13,3.43,6,1
1179,loser,158,84,heavy,ugly,778,0,0,0,few,highschool,gloomy,passive,android,1,stupid,27,4,0.2,0,0
1180,loser,151,95,heavy,ugly,360,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,9,2,1.91,0,0
1181,winner,181,59,slim,handsome,2170,4,4,1,many,Doctor,optimism,positive,apple,0,smart,72,16,3.6,10,1
1182,winner,173,47,slim,handsome,4295,4,3,5,many,Master,optimism,positive,apple,0,smart,75,10,3.9,5,1
1183,loser,154,83,heavy,ugly,794,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,10,1,1.27,0,0
1184,winner,194,41,slim,handsome,4190,4,1,4,many,Master,optimism,positive,apple,0,smart,61,14,3.93,5,1
1185,loser,156,81,heavy,ugly,883,0,0,0,few,highschool,gloomy,passive,android,1,stupid,25,4,2.2,0,0
1186,loser,152,93,heavy,ugly,982,0,0,0,few,highschool,gloomy,passive,android,1,stupid,33,0,1.14,0,0
1187,winner,176,54,slim,handsome,7021,4,1,3,many,Master,optimism,positive,apple,0,smart,61,13,3.22,5,1
1188,loser,154,77,heavy,ugly,69,0,0,0,few,highschool,gloomy,passive,android,1,stupid,12,2,1.91,0,0
1189,loser,157,97,heavy,ugly,956,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,9,4,1.51,0,0
1190,winner,200,53,slim,handsome,2589,2,5,1,many,Doctor,optimism,positive,apple,0,smart,79,15,3.87,4,1
1191,loser,152,69,heavy,ugly,312,0,0,0,few,highschool,gloomy,passive,android,1,stupid,26,3,0.81,0,0
1192,loser,152,95,heavy,ugly,627,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,24,0,2.53,0,0
1193,winner,169,56,slim,handsome,6447,3,5,3,many,Master,optimism,positive,apple,0,smart,69,8,4.25,4,1
1194,winner,180,64,slim,handsome,6082,4,3,2,many,Doctor,optimism,positive,apple,0,smart,63,20,4.25,3,1
1195,winner,171,49,slim,handsome,1472,3,2,3,many,Doctor,optimism,positive,apple,0,smart,88,16,3.54,4,1
1196,loser,163,100,heavy,ugly,203,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,49,3,2.61,0,0
1197,loser,151,73,heavy,ugly,312,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,41,2,0.48,0,0
1198,loser,152,89,heavy,ugly,837,0,0,0,few,highschool,gloomy,passive,android,1,stupid,27,2,2.74,0,0
1199,loser,161,72,heavy,ugly,7,0,0,0,few,highschool,gloomy,passive,android,1,stupid,18,4,1.57,0,0
1200,winner,171,60,slim,handsome,4704,2,2,4,many,Doctor,optimism,positive,apple,0,smart,60,10,3.14,7,1
1201,loser,165,89,heavy,ugly,692,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,32,0,2.69,0,0
1202,loser,158,89,heavy,ugly,767,0,0,0,few,highschool,gloomy,passive,android,1,stupid,21,2,2.28,0,0
1203,loser,160,80,heavy,ugly,199,0,0,0,few,highschool,gloomy,passive,android,1,stupid,21,2,0.55,0,0
1204,loser,158,98,heavy,ugly,92,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,19,3,2.99,0,0
1205,loser,162,80,heavy,ugly,876,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,50,4,2.21,0,0
1206,winner,192,40,slim,handsome,1373,5,4,5,many,Master,optimism,positive,apple,0,smart,51,6,3.88,9,1
1207,winner,192,49,slim,handsome,7282,4,4,5,many,Doctor,optimism,positive,apple,0,smart,70,10,3.16,8,1
1208,winner,198,61,slim,handsome,6823,3,3,2,many,Doctor,optimism,positive,apple,0,smart,55,15,4.06,6,1
1209,loser,158,69,heavy,ugly,46,0,0,0,few,highschool,gloomy,passive,android,1,stupid,44,4,2.43,0,0
1210,winner,199,42,slim,handsome,4566,1,5,3,many,Master,optimism,positive,apple,0,smart,82,12,3.55,6,1
1211,loser,161,89,heavy,ugly,2,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,49,5,1.68,0,0
1212,winner,182,61,slim,handsome,3464,1,2,4,many,Master,optimism,positive,apple,0,smart,56,13,3.88,7,1
1213,loser,161,90,heavy,ugly,93,0,0,0,few,highschool,gloomy,passive,android,1,stupid,27,1,1.49,0,0
1214,winner,169,52,slim,handsome,4021,5,5,2,many,Master,optimism,positive,apple,0,smart,69,15,3.34,3,1
1215,winner,187,45,slim,handsome,9081,3,3,4,many,Doctor,optimism,positive,apple,0,smart,54,7,3.51,6,1
1216,loser,163,69,heavy,ugly,521,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,16,2,1.4,0,0
1217,winner,197,56,slim,handsome,2364,1,3,1,many,Doctor,optimism,positive,apple,0,smart,84,10,3.26,6,1
1218,loser,153,70,heavy,ugly,409,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,44,4,1.54,0,0
1219,winner,185,64,slim,handsome,1779,1,2,3,many,Master,optimism,positive,apple,0,smart,87,7,3.82,4,1
1220,loser,161,100,heavy,ugly,681,0,0,0,few,highschool,gloomy,passive,android,1,stupid,35,4,1.81,0,0
1221,loser,160,65,heavy,ugly,990,0,0,0,few,highschool,gloomy,passive,android,1,stupid,6,4,0.19,0,0
1222,winner,172,47,slim,handsome,6181,1,3,3,many,Master,optimism,positive,apple,0,smart,68,11,4.12,7,1
1223,loser,155,65,heavy,ugly,710,0,0,0,few,highschool,gloomy,passive,android,1,stupid,39,0,1.81,0,0
1224,winner,189,42,slim,handsome,7589,5,1,3,many,Master,optimism,positive,apple,0,smart,60,18,3.27,3,1
1225,loser,165,76,heavy,ugly,750,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,21,0,0.12,0,0
1226,winner,165,41,slim,handsome,4151,5,1,2,many,Master,optimism,positive,apple,0,smart,60,6,4.26,7,1
1227,loser,157,81,heavy,ugly,915,0,0,0,few,highschool,gloomy,passive,android,1,stupid,32,1,1.57,0,0
1228,loser,151,91,heavy,ugly,588,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,42,3,1.42,0,0
1229,winner,168,65,slim,handsome,5217,4,4,3,many,Master,optimism,positive,apple,0,smart,77,9,4.23,4,1
1230,loser,153,74,heavy,ugly,673,0,0,0,few,highschool,gloomy,passive,android,1,stupid,40,2,2.68,0,0
1231,loser,157,71,heavy,ugly,338,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,3,3,0.76,0,0
1232,loser,162,92,heavy,ugly,373,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,16,2,0.15,0,0
1233,loser,162,97,heavy,ugly,387,0,0,0,few,highschool,gloomy,passive,android,1,stupid,14,4,1.19,0,0
1234,winner,176,54,slim,handsome,6797,1,2,2,many,Doctor,optimism,positive,apple,0,smart,70,16,3.4,1,1
1235,loser,164,98,heavy,ugly,869,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,43,2,0.33,0,0
1236,winner,195,56,slim,handsome,6421,3,2,1,many,Master,optimism,positive,apple,0,smart,82,8,3.65,1,1
1237,winner,200,51,slim,handsome,5337,1,2,4,many,Master,optimism,positive,apple,0,smart,55,20,3.11,9,1
1238,winner,169,47,slim,handsome,1635,4,2,5,many,Doctor,optimism,positive,apple,0,smart,76,12,4.04,6,1
1239,loser,156,80,heavy,ugly,725,0,0,0,few,highschool,gloomy,passive,android,1,stupid,41,5,1.01,0,0
1240,winner,180,53,slim,handsome,8290,5,3,5,many,Master,optimism,positive,apple,0,smart,52,10,4.27,9,1
1241,loser,162,87,heavy,ugly,598,0,0,0,few,highschool,gloomy,passive,android,1,stupid,8,3,0.83,0,0
1242,winner,196,50,slim,handsome,5036,3,3,5,many,Master,optimism,positive,apple,0,smart,70,12,3.41,1,1
1243,loser,162,71,heavy,ugly,288,0,0,0,few,highschool,gloomy,passive,android,1,stupid,13,5,2.48,0,0
1244,winner,181,53,slim,handsome,4097,5,3,1,many,Doctor,optimism,positive,apple,0,smart,97,13,4.03,3,1
1245,loser,158,68,heavy,ugly,847,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,15,5,0.44,0,0
1246,winner,165,54,slim,handsome,5410,4,4,5,many,Doctor,optimism,positive,apple,0,smart,60,17,3.42,9,1
1247,loser,163,77,heavy,ugly,959,0,0,0,few,highschool,gloomy,passive,android,1,stupid,8,0,0.13,0,0
1248,loser,153,76,heavy,ugly,1000,0,0,0,few,highschool,gloomy,passive,android,1,stupid,37,2,0.2,0,0
1249,winner,177,65,slim,handsome,4039,4,4,5,many,Master,optimism,positive,apple,0,smart,67,11,3.0,1,1
1250,loser,158,65,heavy,ugly,397,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,42,1,1.71,0,0
1251,loser,159,94,heavy,ugly,564,0,0,0,few,highschool,gloomy,passive,android,1,stupid,17,1,2.01,0,0
1252,loser,153,93,heavy,ugly,912,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,42,1,2.82,0,0
1253,loser,153,80,heavy,ugly,792,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,38,5,2.51,0,0
1254,loser,151,74,heavy,ugly,922,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,2,2,1.17,0,0
1255,winner,183,57,slim,handsome,8851,5,4,1,many,Doctor,optimism,positive,apple,0,smart,91,7,3.05,9,1
1256,winner,180,41,slim,handsome,7887,3,4,5,many,Doctor,optimism,positive,apple,0,smart,86,18,3.58,5,1
1257,loser,161,80,heavy,ugly,665,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,24,5,2.89,0,0
1258,loser,162,84,heavy,ugly,736,0,0,0,few,highschool,gloomy,passive,android,1,stupid,48,2,2.84,0,0
1259,loser,162,86,heavy,ugly,860,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,26,3,1.91,0,0
1260,winner,170,54,slim,handsome,4948,3,1,1,many,Doctor,optimism,positive,apple,0,smart,73,8,4.26,6,1
1261,winner,189,40,slim,handsome,1327,1,4,4,many,Master,optimism,positive,apple,0,smart,89,14,3.96,5,1
1262,loser,156,98,heavy,ugly,802,0,0,0,few,highschool,gloomy,passive,android,1,stupid,34,4,1.18,0,0
1263,winner,187,46,slim,handsome,1214,1,3,4,many,Master,optimism,positive,apple,0,smart,81,7,3.57,10,1
1264,winner,184,43,slim,handsome,1644,5,5,1,many,Master,optimism,positive,apple,0,smart,71,15,3.86,4,1
1265,winner,197,42,slim,handsome,4838,3,2,4,many,Doctor,optimism,positive,apple,0,smart,68,8,3.47,6,1
1266,loser,150,99,heavy,ugly,234,0,0,0,few,highschool,gloomy,passive,android,1,stupid,26,0,1.94,0,0
1267,winner,199,56,slim,handsome,2021,1,2,3,many,Doctor,optimism,positive,apple,0,smart,66,15,3.41,1,1
